YEAR       DAY        EXEC_TIME       MAX_RAM_KB     
------------------------------------------------------------
2008-240.h5       1:29.53           2339832
2008-241.h5       4:11.81           4147364
2008-242.h5       3:48.86           3969616
2008-243.h5       3:49.56           4160492
2008-244.h5       3:55.64           4161144
2008-245.h5       3:49.97           3979104
2008-246.h5       4:10.23           3978220
2008-247.h5       4:01.74           3967860
2008-248.h5       4:42.97           4148288
2008-249.h5       3:58.32           3969028
2008-250.h5       4:10.68           3967948
2008-251.h5       4:00.86           3981260
2008-252.h5       2:30.72           2894136
2008-254.h5       2:03.98           2714996
2008-255.h5       4:29.06           4158816
2008-256.h5       4:12.76           3978480
2008-257.h5       3:20.32           3437560
2008-260.h5       3:54.02           3799512
2008-261.h5       3:28.08           3799296
2008-262.h5       4:00.98           4149712
2008-263.h5       3:44.33           3970824
2008-264.h5       4:00.81           4160276
